U Mostaru; čelebi pazaru,U Mostaru; čelebi pazaru;zametnuti laki salandžaci.Sve se ljulja malo i golemo;ponajviše čelebija Mujo!Koliko se plemenito ljulja;sve bademu odlijeću grane.Izlazio aga Hasan-aga:Lakše; more; čelebija Mujo;ne krši mi drvo bademovo!U men’ ima vjerenica ljuba;badem zoblje; šerbe vodu pije!Progovara čelebija Mujo:Čuješ mene; aga Hasan-aga!Ostala ti ljuba udovica;u Mujove zapanula rukepa vidjela što je muška glava!
U Mostaru u novom pazaru,U Mostaru u novom pazaru;tu se veze na namu košulja;a vezla je Harpagića UmaJaranici Kajtazovoj Đulsi.Poručuje Kajtazova Đulsa:Je l’ mi hazur koša dušanija;dušanija; sâde sermajlija?Što će koši biti elemeka?Odgovara Harpagića Uma:Elemeka četiri dukata;halvaluka begova ortaka!Poručuje Kajtazova Đulsa:Jaranice; Harpagića Umo;poslaću ti četiri dukata;al’ ne šaljem begova ortaka!Ljuto kune Harpagića Uma:A neka te; Kajtazova Đulso!Dabogda se boljom razboljela;razboljela; a nepreboljela;ostala ti dušanija pusta!Ona ti se dala na telala!Kupila je Harpagića Uma;za nju dala gdje god što imala;derala je s begovim ortakom!
U Mostaru šikli mekteb; kažu,U Mostaru šikli mekteb; kažu;u mektebu trista djevojaka;četiristo mladih je momaka!Hodža im je Omer-efendija;kalfa im je mlada Umihana.Pred njom stoji od zlata peštahta;na peštahti tri nova ćitaba.Hodža pita mladu Umihanu:”Umihano; šta ćitabi kažu?””Prvi veli - da se hodža ženi;drugi veli - nemoj sa daleka;treći veli - kalfu iz mekteba!”
U lijepom starom gradu Višegradu,U lijepom starom gradu Višegradugdje duboka Drina vjekovima teče;ostade mi samo tužna uspomena;ašikovah s dragom skoro svako veče.A i jutros slušam; pjevaju slavuji;na Bikavcu brdu grada Višegrada.”Ustaj; curo mala; ružo procvjetala;već je zora rana Drinu obasjala!Evo sam ti doš’o; sjedim na Bikavcu;slušam; Drina huči; novi dan se sprema.Sve je kao nekad; pjevaju slavuji;samo tebe; draga; na Bikavcu nema.Višegrade; grade; gdje je moja draga;k’o da sa mnom nikad sretna nije bila?Gledao sam Drinu dok me je ljubilazar je naše noći već zaboravila?”
U junaka utekla djevojka,U junaka utekla djevojkasa jastuka; sa bijele ruke.Kako ga je sanak prevario;treću se je noćcu probudio.Djevojka mu haber doturila:Kopilane; čelebi Hasane;ko li spava kad se grli mlada?Tada spava samo luda glava!
U Gradašcu; gradu bijelome,U Gradašcu; gradu bijelome;gradila se bijela džamija.Nju mi gradi Salko Sarajlija.Alem meće; alem stati neće.Stan’; aleme; stan’; dragi kamene;dobrom sam te hajru namijenio:da s’ udaju cure Begzadića;da se žene momci Fidajića.
U gorici jela nesječena,U gorici jela nesječenai pod jelom voda netočena.Točila je Mara neprošenapa se Mara s gorom razgovara:Oj; gorice; jedne ti smo sreće;a vodice; jedna ti smo bahta:nit’ se sječe tanana jelika;nit’ se toči hlađana vodica;nit’ se prosi lijepa djevojka!Ona misli da niko ne čuje;a to čuje beže Ivan-bežepa izvadi noža okovana;pa osječe od jelice granei napi se studene vodice;uze Maru za bijelu ruku;odvede je svom bijelu dvoru.Šenluk čini beže Ivan-beže.Šenluk čini tri bijela dana:prvi danak za goru zelenu;drugi danak za vodu studenu;treći danak za lijepu Maru!
U Ćerime na bijelu vratu,U Ćerime na bijelu vratusitan biser pa žuti dukati.Govorila lijepa Ćerima:Ko će sitan biser pozobati;ko ljubiti mene u dušeku;taj će žute dukate brojiti.Gdje si; dragi; kamo tvoji svati;evo tebi Ćama i dukati!
U Budimu prodaju Arapa,U Budimu prodaju Arapa;za njeg ištu tri tovara blaga.Kupuje ga đuzel udovica.Ona daje tri tovara blagai još pride ata nesedlata;i kupuje tri oke sapuna;pa ga vodi na bistro Dunavo;te ga trlja tri bijela dana.Ali Arap sve crniji biva.Sve se čudi đuzel udovica:Žali bože tri oke sapuna;žali bože ata nesedlata;žali bože tri tovara blagašto poharčih na crna Arapa;crni Arap sve crniji biva!Udovici nešto progovara:Ne brini se; đuzel udovice;crna noćca bijel’ danak rađa!Crna krava bijelo mlijeko daje;crna koka bijelo jaje nosi;crn Arapin bijelu ljubu ljubi!
U Agana; u moga dragana,U Agana; u moga dragana;dva dućana svile i kaftana.Svilu reže; da me za se veže;kaftan kroji da budemo svoji.Meni majka na čardaku veli:Ti Aganu učini po želji!Učiniću; mog Agana biću!
Tri katmera u tri grada rasla,Tri katmera u tri grada rasla:u jednom je karanfil Alaga;u drugom je soko Mustafaga;a u trećem lijepa djevojka.Zaprosi je karanfil Alaga;priprosi je soko Mustafaga.Pa se otud ljuto zavadišei odoše muli na mešćemu.Pa govore dva siva sokola:Sudi nama; mula sa mešćeme!Sudi nama da se ne svađamo;jera more koji poginuti!Sudio im mula sa mešćeme.Dovedoše lijepu djevojku;pa je pita mula sa mešćeme:Kog ćeš sada momka odabrati?Govori im lijepa djevojka:A bora mi; mula sa mešćeme;oba mlada; oba su mi draga;a najvolim mulu sa mešćeme!To izreče; pa na dvor utečei vjenčaše lijepu djevojku;vjenčaše je - muli sa mešćeme!
Tri djevojke zbor zborile,Tri djevojke zbor zborilemaglo; maglice; razvijaj mi se; razvijaj;Među sobom govorileŠta bi koja najvolila.Najstarija govorila:” Ja bi’ dibu najvolila.”A srednja je govorila:”Ja bi’ blago najvolila.”A treće je govorila:”Ja bi’ dragog najvolila.”Diba će se poderati;A blago se potrošiti;A dragi će uv’jek ostat’.
Tri divojke cviće posijale,Tri divojke cviće posijale;brdom smilje; dolom karanfile.Navadi se momče neženjenopa počupa cviće divojačko.Al’ divojke mrežu ispletoše;uhvatiše momče neženjeno.Jedna veli: - Da ga sažežemo!Druga veli: - Da ga potiramo!Treća veli: - Da ga obisimo!Al’ govori momče neženjeno:Nisam zlato; da me sažežete!Nit’ sam hrsuz da me otirate!Već sam junak da me obisiteo zlo drvo; divojačko grlo!
Trepetljika trepetala,Trepetljika trepetala; puna bisera;ovi naši b’jeli dvori; puni veselja!Što u dvoru zamor stoji; šta ono vele?Ono majka sina ženi pa se vesele!Svi se redom veseljaše; majka najviše;doveli joj đul-nevjestu; đulom miriše.Savila se zlatna žica; od vedra neba;savila se mladoženji oko fesića;sa fesića; đul-nevjesti oko duvaka.
Telal viče od jutra do mraka,Telal viče od jutra do mrakakoj' u koga noćas na konaku;nek' ne ide rano sa konaka;utekla je pašina robinja;i odnijela dva tovara blaga;i ukrala sahat iz njedara;i povela ata iz ahara;i povela Muju haznadara.Susreta je pašin kavaz:"Što pobježe pašina robinjo?Što s' uzela dva tovara blaga?Što ukrade sahat iz njedara?Što odvede ata iz ahara?Što povede Muju haznadara?""Blago nosim da putem ne prosim;sahat nosim da gdje ne zadocnim;ata vodim da pješke ne hodim;haznadara da ne spavam sama!"
Tekla Sava pokraj Bosne sama,Tekla Sava pokraj Bosne sama;a Dunavo pokraj Biograda.Pokraj Save Posavke djevojke;one idu Savi vodi hladnoj;sobom nose ogledalo sjajnote gledaju na tiho Dunavo.Na Dunavu biogradski momci.Oni nose srcali durbina;okreću ga Savi vodi hladnojte gledaju na Savi djevojkekako bijelo lice umivaju.Od tog lica hvata ih groznica!
Tekla Sava ispod Biograda,Tekla Sava ispod Biograda;izmetala lađu od merdžanai u lađi do tri jadiđara:jedno Hata; bijeloga vrata;drugo Kana; od bisera grana;treće Fata; kutija dukata.Veli Hata; bijeloga vrata:Ja bih mlada sada najvoljelada ja imam đerdan od dukata;ali čemer od suhoga zlata.Veli Kana; od bisera grana:Ja bih sada najvoljela mladada ja imam iglu od biljura;da navežem jorgan od behara.Veli Fata; kutija dukata:Ja bih sada; bogme; najvolilada je meni s dragim u dušeke!
Tehvid čini Uzunaginica,Tehvid čini Uzunaginica;sakupila trides’t djevojaka.U avliji kolo uhvatile;a na vrata namamile momke.Dođe Haso; jedini u majke.Na nj se cure ašik učinile;a najviše zendjil udovica;pa je Hasa zubim zagriznulada nakvari lice u junaka;nek’ boluje; nek’ ne ašikuje!
Tebi; majko; misli lete,Tebi; majko; misli lete;preko polja i planina;iz daleka primi pozdravod jedinog svoga sina!U tuđini ja sam sada;daljina nas rastavila.Da li ću te ikad višeja vidjeti; majko mila?Zaboravit’ nikad nećutvoje oči blage; milei ručice; majko; tvojekoje su me othranile!
Tašlihane; mali Carigrade,Tašlihane; mali Carigrade;u tebi su paše i veziri.Car vezira kroz biser doziva:Lalo moja; na divan mi dođi!Vezir mu se kroz merdžan odziva:Padišahu; moje žarko sunce;na divan ti ja ne mogu doći;jer ne mogu Ćemalušom proćiod ćošaka i od mušebaka;od momaka i od djevojaka;od ljepote Atlagića Fatei ljepote Dizdarević Mehe!Ćemaluša šira od Misira;ljepši Meho od carskog vezira.
Tamna noći; tamna li si,Tamna noći; tamna li si;Nevjestice; blijeda li si!Moj mi dragi bol zadaje.Imam dragog adžamiju;Nikad kući ne dolazi;I kad dođe; s jadom dođe.
Tamburalo momče uz tamburu ,1. verzija:Tamburalo momče uz tamburu;tambura mu od suhoga zlata;tanke; žice kose djevojačke;a terzijan pero sokolovo.Gledala ga Ajka sa čardaka:”Vidi majko; lijepa junaka!Da mi ga je u dvoru gledati;na njegovim grudma sevdisati!Karanfil bih pod njega sterala;a pod glavu rumenu ružicu;nek miriše; nek’ se često budi;često budi i često me ljubi!”2. verzija:Tamburalo momče uz tamburu;tambura mu od suhoga zlata;tanke žice kose djevojačke;a terzijan; pero sokolovo.Vidje zijan; ispade terzijan.Gledala ga s čardaka djevojka:Nuto; majko; dobroga junaka!Bože mi ga u sreći naredi;pod njega bih karanfil sterala;a pod glavu rumene ružice:nek miriše; nek se često budi;često budi i često me ljubi.
Ta; Mehmede; sitan hode,Ta; Mehmede; sitan hode;tajno li najno; sitan hode.Donesi mi đugum vodeDa operem b’jele none;Da ja idem u čaršijuI da nađem kujundžijuDa mi skuje treptelijuI na ruke belenzuke.
Što te nema,Što te nema; što te nema;kad na mlado poljsko cv’jećebiser niže ponoć n’jema;kroz grudi mi želja l’jeće;što te nema; što te nema?Kad mi sanak spokoj dadei duša se miru sprema;kroz srce se glasak krade;što te nema; što te nema?Procv’jetala svaka stazak’o što bješe divnih dana;po ružama i sad prskabistra voda šadrvana.Ispod rose zumbul gleda;iz behara miris vije;a za mene k’o da cvilii u bolu suze lije.Što te nema; što te nema;vedri istok kad zarudiu treptaju od alema;i tad srce pjesmu budi;što te nema; što te nema?I u času bujne sreće;i kad tuga uzdah sprema;moja ljubav pjesmu kreće;što te nema; što te nema?Kako mi je srce jadno;kao da ga neko bode;te sve plače i sve pita:Kuda moja Zejna ode?Je li grešna sabah zora;il’ nebeska sjajna zv’jezda;je li grešna ljubav mojak’o glas ptice iz gnijezda?
Što se sjaji nasred Sarajeva,1. verzija:Što se sjaji nasred Sarajeva?Il’ je alem; il je dragi kamen?Il’ je diba među terzijama?Il’ nevjesta među djeverima?Il’ je đerđef medju veziljama?Il’ je igla medju ćurčijama?Il’ je čaša među bekrijama?Il’ je vila; il je ljuta guja?Nit’ je alem; nit’ je dragi kamen;nit’ je diba među terzijama;nit’ je đerđef među veziljama;nit’ je igla među ćurčijama;nit’ je čaša među bekrijama;nit’ je vila; nit’ je ljuta guja;već je snaha među djeverima.2. verzija:Šta se sjaji u šeher-Saraj'vu;ili svijetli iza gore sunce;ili toke mladog Sarajlije;ili djeve boščaluke vezu?To ne svijetli iza gore Sunce;niti toke mladog Sarajlije;niti djeve boščaluke vezu.To ne svijetli iza gore Sunce;već se svijetle ramazanske noći;od fenjera i sitnih kandilja;za njima je sretan bajram doš'o;i donio svoj Bosni veselje!
Što se ono Travnik zamaglio,Što se ono Travnik zamaglio;da li gori; il’ ga kuga mori?Niti gori; nit’ ga kuga mori;već ga cura okom zapalila;čarnim okom kroz srčali pendžer!Zapalila dva nova dućanai u njima dva mlada bećara;i mešćemu; gdje kadija sudi.
Što se čuje u Kopčića dvoru,Što se čuje u Kopčića dvoru?Il je žalost; il golema radost?Nije radost već žalost golema;poginule gaće Ajkunine!Da su gaće kakono su gaće;ne bi jadna Ajka ni žalila;vec su gaće čudnovata veza:do koljena orli i gavrani;viš’ koljena vuci i medvjedi;po gotluku mladi janjičari;na učkuru carev delibaša.Potvorila lijepa djevojkana deliju; janičarskog agu.Al’ se kune janičarski aga:Nisam; Ajko; ni vidio gaća;tako mene ne ujeli vucikojeno si po gaćama vezla!
Što sam mlada; da sam voda hladna,Što sam mlada; da sam voda hladna;ja bih znala gdje bih izvirala:kraj dućana Ahme bazerdžana;ne bi l’ Ahmi žeđa dodijala;ne bi li se vodice napio;ne bi l’ mene u vodi popio!Ne bi li mu na srce pa’nulai na srcu ranu načinila.
Štono ječi gora Romanija,Štono jeci gora Romanija?Gorom jezde kićeni svatovi.Svi svatovi prođoše u miru;al’ ne prođe nevjesta djevojka.Nju oteše iz gore hajducida im licem obasjava pute;mračne staze i mračne bogaze.
Što je život,Što je život? - Bajka samo san;što sam ga mlađan snio;da je sevdah zanos lahkišto sam dragoj s usta pio.Oj uzdahu snova mojih;oj džennetske biser suze;oj džennete; Esmo draga;ti mi moju pamet uze!Zbogom; moja sliko bajna;suzama ću da te rosim;bolnoj duši zaft da dadnem;i u srcu da te nosim!Safvet-beg Bašagic
Što j’ Morava zamućena,Što j’ Morava zamućena?Il’ carević konja poji;Ili pašić vojsku vodi?Nit’ carević konja poji;Niti pašić vojsku vodi;Već plivaju dvi morkinje;Begemina i Fatima.Begemina utonula;A Fatima isplivala.Begemina govorila:"Oj Fatimo; sestro moja;Kad ti dođeš našem dvoru;Nemoj kaz’ti našoj majciDa sam mlada utonula;Već ti kaži našoj majciDa sam mlada udala sePreko mora za Omera:Sitne ribe; svati moji;A vrbice-jetrvice.A obale- svekrvice.
Šta se ono zeleni,Šta se ono zeleniNa zeleni pendžeri?Il’ je jela; il’ je borIl’ je Zejnin odgovor?Zejna se nadaDa će biti mladaDo dva; do tri danaDok joj dragi dojdeI donese grožđe;I fes kitu crvenu;I dimije šarene;I papuče vezene;I čarape rudene.Papuče li paprikuju;Na divojku namigijuKroz tri kite rakite;Kroz tri đula rumena;Kroz četiri nevena.
Šta se Ćurčić pomamio,Šta se Ćurčić pomamio;Bilu bradu obričioDok j’ Almasu primamio!Dade Ćurčić grbe peći;A Almasi suze teći.Ili tekle; il’ ne tekle;Sa mnom ti je noćas leći!A Almasa luda bila;A odviše mudra bila:Jastek slame naložila;Uz Ćurčića navalila.Kad se Ćurčić okrenuo;Jastek slame zagrlio:Oj Almaso; dušo moja;Što si tako mehana?-Kad je Ćurčić opazio;on je suze oborio.
Šta je šire rano moja od sinjega mora,Šta je šire rano moja od sinjega mora?” Šire nebo rano moja od sinjega mora ”.Šta je brže rano moja od siva sokola?” Brže oko rano moja od siva sokola ”.Šta je draže rano moja od mile matere?” Draža draga rano moja od mile matere ”.
Široka kita; rakita,Široka kita; rakita;široko polje prekrila;jednog mi kraja neskrila.Otud mi idu svatovi;svatovi Šemsi-begovi.Šemsi-beg pusti sokola;da vidi gdje će panuti;izvi se soko visoko;i klonu mladi na grudi.Gledala mlada sokola;iz oka suza kanula:"Sokole; pitom sokole;puče mi srce na dvoje!Dosad sam majku dvorila;od sada pitom' sokola;od sada tebe sokola!"
Šet’o sam se gore; dole,Šet’o sam se gore; dole; po zelenoj bašti.Tražio sam dragu svoju; hoću li je naći.Ja pogleda’ tam’ daleko; zeleni se trava.Tude sjedi djevojčica rumena i plava.Ja je pozva sebi na čast da se sa mnom šeta.Ona meni ni pet ni šest; već reče da neće.
Šećer Salko; ne šećeri mi se,Šećer Salko; ne šećeri mi se!Jer ako se počneš šećeritii ja ću se počet medeniti.Med će biti slađi od šećerapa će medar medom da zamedi.
Svukud kiša; po Hiseti suša,Svukud kiša; po Hiseti suša;Svukud blato po Hiseti zlato.Svukud hodi; na Hisete dojdi;Pa da vidiš šta Hisečke rade!One vezu tice prepelicePa i’ šalju ledenome Beču.
Svu noć mlada kraj pendžera staja’,Svu noć mlada kraj pendžera staja’čekajući hoće l’ dragi doći.Kad sarhoši iz mejhane pojdu;svaki nosi ruku na saruku;a moj dragi ruku na srdašcu.Bože mili; šta li mi ga boli;il’ je žedan vinca rumenoga;il’ je željan lišca bijeloga?Da je znadem da on para nema;dala bi’ mu struku ispod vrata;nek’ je pije; nek’ se na me smije.
Sve mladići - bijeli zambaci,Sve mladići - bijeli zambaci;zlato Jovo vinova lozica.Mislile se bišćanske djevojke:Ko će zlatnu lozu savijatii šećerli grožđe pozobati?Hitar soko; materina Mara;vinovu je lozu savijalai šećerli grožđe pozobala.
Sve mladiće pohvata groznica,Sve mladiće pohvata groznica;zlato Peru nikad i ne pušta.Pitali ga bišćanski mladići:Zlato Pero; gdje ćeš bolovati?Da mi dadu jadnom izabrati;ja bih znao; gdje bih bolovao:u bijelu dvoru Đorđinome;a na bijel’u krilu Persinome!
Sve tičice pripivaše; jedna ne piva,Sve tičice pripivaše; jedna ne piva.Pitale je drugarice; što ti ne pivaš?mene majka staru daje da ja carujem.Mene majka staru daje da ja tugujem.Kad obučem telmi dibu; meni star ne da;kad opašem hazna kolan; meni star ne da;kad je pojdem u rod majci; meni star ne da.Nejdi Hanko; nejdi dušo; viđaće te mlad.
Sve djevojke mirisno su cvijeće,Sve djevojke mirisno su cvijeće;sve mirišu; al’ ko draga nisu!Jer je draga ruža tek razvitapa u kitu sa ljiljanom svita.Kad bih junak zakitit’ se htio;sve bih cvijeće redom mirisao;mirisao; al’ ga ne bih brao.Rumen ružu samo bih ubrao;uzabrao; slatko mirisao!
Sve ja treptim da poletim,Sve ja treptim da poletim;Letjet’ ne mogu.Zalud što ja krila imamKad su žalosna.Zalud što ja dragog imamKad je nevjeran.U mog dragog tvrda vjera-Grumen šećera.A u mene još je tvrđa-Rosa do sunca.Kiša pade; šećer stapa;Eto šerbeta.Sastaše se dva sevdaha.;Šerbet popiše.
Svadili se orli i sokoli,Svadili se orli i sokoli;Povrh Žepča na Jeleč-Planini.Orli vele:»Naša je planina.»A sokoli:» Naša djedovina.»Kako su se ljuti zavadili;Sve su vode butum zamutili.Ne mogoše pašina bunara;Njega čuva pašinica mlada.Na krilu joj dva blizanca sina:Jednom ime Sunašce zlaćano;Drugom ime Mjesečina sjajna.
Sutra k noći imaju svatovi,Sutra k noći imaju svatovimoga dragog; ostali mu pusti!Ja cu izić’ na drum pred svatove;iznijeću tri kite cvijeća.Prva kita bijela behara;udario na deset belaja!Druga kita žutoga nevena;požutio majci u tamnici!Treća kita almaka cvijeta;Bog te smako s ovoga svijeta!
Sunce žarko; za nebo se kloni,Sunce žarko; za nebo se kloni;Lipa Mina grozne suze roni.Suze roni; a majci govori:”Mila majko; podigni me malko;Podigni me na mehke dušeke;Otvori mi od ćoška pendžereDa ja vidim dragog; sunce žarko”.” Šuti; Mino; voda ga odnila;Zbog njega si sušicu dobila.”Opet Mina majci progovara:” Hajde; majko; u gornje čardake;Otvori mi sepetli sandeke;Izvadi mi svilene čaršafe.Ne bi sreće da se udam s njima;Već sudbine da umrem na njima”.To izusti pa dušu pusti.
Sunce sjaše; kiša rominjaše,Sunce sjaše; kiša rominjaše;Gondže Meho divojku vođaše.Boga moli gondže momče mlado:Daj mi; bože; vihor sa planine;jugovine sa Hercegovine;da uzdigne puli duvak dragoj;da ja vidim šta li dvoru vodim;imam li šta majci dovoditi?Bog mu dade vihor sa planine;jugovine sa Hercegovine;diže mladoj puli-duvak s lica.Sinu lice kano žarko sunce;a sve svate groznica pohvata;gondže Meho s konja svoga pade.Sjaha s konja gizdava divojka:Ustaj; Meho; ustani mi; dušo!Kad ti dođem blizu dvoru tvome;otpnem peču; odgrnem feredžupa pošećem po bijelu dvoru;šecer-kahvu majci ti donesem;šta l’ ćeš; dušo; tek onda činiti?
Sunce hiti da za goru miti,Sunce hiti da za goru miti.Za njim leti nevistica mladaDa s’ potuži vojnu na svekrvuDok joj dođe vojno iz čaršije.Sinoć ju je pred dvor išćerala.Da bi zašto; ne bi ni žalila:Dvore mela; ćoške ostavila.Sude prala; lonce ostavila.Kruh kuhala; miša ukuhala.
Suho drvo sirovoga pita,Suho drvo sirovoga pita:Što se ovud oženjeno skita?Što ne čuva ženu i bešiku?Žena ječi; a bešika kmeči;neka ide; nek’ im rane liječi!Za njeg nisu sokaci i cure;nek udara ženi uz tambure!
Stade se; cv’jeće rosom kititi,Stade se cv’jeće rosom kititi;stade se biser zlatom nizati;stade se srma srmom srmiti;stadoše momci cure prositi.Samo ja nemam nigdje nikoga;samo ja nemam azgin dilbera;samo ja tužna tugu tugujem;samo ja ničem se ne radujem.Gledam ja goluba; golubicu;gledam ja lastu i lastavicu;gledam ja jedno drugo cjeluju;gledam ja životu se raduju.Nikad me nije niko volio;nikad me nije niko ljubio;nikada nisam zorom zorila;nikada nisam sevdah vodila.Dadoše mene mladu za stara;dadoše mene starcu zbog para;da mu ja mlada kuću redujem;da mu ja s’jedu bradu milujem.
Srdo moja; ne srdi se na me,Srdo moja; ne srdi se na me!Jer ako se ja nasrdim na te;sva nas Bosna pomiriti neće;ni sva Bosna; ni Hercegovina;ni sva sela oko Sarajeva;samo mogu tvoja medna usta!
Spavaj sine ,1. verzija:Spavaj; sine; rodila te majka!Spavaj; sine; san te prevario;Prevario; ne zaboravio!San u bešu; a nesan pod bešu.2. verzija:Spavaj; sine; san te prevario;Prije tebe nego tvoju majku.Nesanka ti voda odnijela;Za veliko brdo zanijela.
Soko leti priko Kobaševa,Soko leti preko Kobaševa;Krila nosi; očima govori:Kobaševo; misto opustilo;Kad u tebi niđe hlada neja!I on pade u zelenu baščuI u bašči đul Hazena mladaCviće bere svoju majku kune:- Mene majka za drugoga dala!Moja majka raja ne vidilaŠto je mene za drugoga dala!Bolovaću ja godinu dana;Bolovaću pa i umrijeti.
Soko leti od jele do jele,Soko leti od jele do jelepa on traži hlada neležanai on traži vode nepijene;i on traži trave nekošene.Gledala ga s pendžera djevojka;gledala ga pa je besjedila:Sleti k meni; siv zelen sokole!U men’ ima hlada neležana;u men’ ima vode nepijene;u men’ ima trave nekošene!Bijele grudi hladak neležani;čarne oči voda nepijena;ruse kose trava nekošena.
Soko leti iznad Sarajeva,Soko leti iznad Sarajeva;traži hlada gdje će hladovati.Nađe jelu nasred Sarajevai pod jelom prostrta halija;na njoj sjedi zumbul udovicai djevojka; rumena ružica.Mislio se siv-zelen sokole:Mili bože; koju bih ljubio?Il’ djevojku; rumenu ružicu;il’ ću ljubit zumbul udovicu?On se sage da ljubi djevojku.Al’ povika sa grada dizdare:Bjež’; sokole; ne ljubi djevojke!To je zlato za mene izbrato;lako hoćeš danas poginuti!
Sobet kupi Dizdaraginica,Sobet kupi Dizdaraginica.Vas je Mostar na sobet pozvalai najpošlje zumbul udovicu.Svak donosi pitu i pogacu;udovica janje i baklavu.Igraše se igre svakojakei najpotlje vuka i ovaca.Vuk bijaše mostarski dizdare;bijela ovca zumbul udovica.Za grlo je zubim uhvatio;prekide joj tri drobna đerdana.
Sobet čini aga Hasan-aga,Sobet čini aga Hasan-aga;Svu je Bosnu na sobet sazvao.Najpri zovnu sumbul-udovicu.Bila ovca- sumbul udovica.Najpri zovnu; najposli mu dojde.
Snijeg pade na behar; na voće ,1. verzija:Snijeg pade; na behar; na voće;neka ljubi ko god koga hoće.Ako neće; nek' se ne nameće;Od nameta nema selameta!Da si sretan; k'o što si nesretan;Pa da dođeš meni u odaje.Da mi sjediš među šiltetima;Baš k'o paša među bimbašama!2. verzija:Snijeg pade; na behar; na voće;podaj Bože svakom ko šta hoće.A i meni što mi srce želi.Jel' još kome ko što srcu mome;jel' još koga ostavila dika;ko što mene u najljepše vrijeme!U proljeće; kad miriše cvijeće;kad miriše katmer i ružica;kad se sije ječam i'šenica!
Snijeg pade; drumi zapadoše ,2. verzija:Snijeg pade; drumi zapadoše;dragi dragoj doći ne mogaše;već on dragoj sitnu knjigu piše:”Moja draga; moja željo živa.Moja draga; moja željo živa;pošalji mi dušu u pamuku;b’jelo lice u al-burundžuku;b’jele ruke na tabak-ćagetu!”Draga dragom knjigu otpisuje:”Ah moj dragi; moja željo živa!Što će tebi duša u pamuku;kada njome dihati ne možeš?Šta će tebi moje b’jelo lice;kad ga; dragi; ljubiti ne možeš?Što će tebi ruke na ćagetu;kad te; dragi; grliti ne mogu?”2. verzija:Snijeg pade; drumi zapadoše;dragi dragoj doći ne mogaše;dragi dragoj sitnu knjigu piše:"Draga moja jesi l' se udala?""Jesam dragi i sina rodila;i tvoje mu ime nadjenula!Kada ga ljuljam; ja mu pjesmu pjevam:"Spavaj sine; ne bilo ti baba;pa ja pošla za prvog sevdaha!"
Sjećaš li se kad si lani,Sjećaš li se kad si lanina uranku sreće bila.Dala si mi jednog danastručak nježnog karanfila.Ja sam cv’jetak mirisaokao s tvojih b’jelih grudi.Bajan miris što ’no pjesmeu junačkom srcu budi.Ali skoro uveo jetaj karanfil; cv’jetak ubav.Da l’ će; draga; isto takouvehnuti naša ljubav?
Sinje more i dubine tvoje,Sinje more i dubine tvoje;Banja Luko i ravnine tvoje!Odoše mi crne oči moje;gledajući niz ravnine tvoje!Kud se šeću momci banjalučki;kako koji; b'jel koporan kroji.Vid' mi dragog; vidi mu jordama;od jordama ne gleda jarana!
Sinja magla po Hisetim' pala,Sinja magla po Hisetim' pala;sinju maglu djevojka je klela:"Sinja maglo raja ne vidjela;podigni se aršin u visinu;rekla su mi tri dragana doći:Zumbul Suljo i karanfil Mujo;i Hamdija; b'jela hamajlija!"
Sinja magla po Hiseti pala,Sinja magla po Hiseti pala;Sinju maglu tri djevojke klele:- Sinja maglo; raja ne vidjela;Podigni se aršin u visinu;Rekla su mi tri dragana doći:Sumbul Suljo i karanfil MujoI Hamdija; bijela hamajlija.Karanfil ću u bašću saditi;a sumbul ću za glavom nositi;Hamajliju na svom srdašcu.
Sinoć vika sa grada dizdare,Sinoć vika sa grada dizdarei on vika na vodi brodara:Ne brod’ broda; pokrila te voda!Sinoć mi je pobjegla djevojkaoknivena i prstenovana;a bijela lica neljubljena!Odgovara sa vode brodare:Kopiljane; na gradu dizdare;sinoć sam je junak prebrodioi dala mi tri dukata žuta:jedan dukat; što sam prebrodio;drugi dukat; da joj puta kažem;treći dukat; što sam obljubio!
Sini; sini; sjaj; mjeseče,Sini; sini; sjaj; mjeseče; sini iznad goraDa ja vidim ko se šeće ispred mojih dvora.Da l’ se šeće; ko li svira tužno žalovitoU dvi žice tamburice; tanko; glasovito.To je bilo drakče moje; od boga mu plata.Kakvo ga je dobro srelo; meni nanijelo.
Sinoć mlazna kiša udaraše,Sinoć mlazna kiša udaraše;a jutros mi porani djevojkau livadu da sokola traži.Ne nalazi sivoga sokola;već nalazi mlado neženjeno:leglo spati u zelenu travu;pokrilo se jaglukom po glavida ga medna rosa ne popane;da ga žarko sunce ne opali.Ona njega alkatnierčan budi;ona budi; a momak je ljubina livadi; zelenoj sedžadi.
Sinoć beže iz planine dođe,Sinoć beže iz planine dođe;nit’ dovede konja ni hrtova;nit’ donese sablje o bedrici;nit’ mavena ćurka na ramenu;ranjen dođe do bijela dvora.Kako dođe; leže bolovati;a majka mu rane zavijala;dovodila od mora hećime;na hiljade cijene godila.Al’ zaludu; fajde ne bijaše.Govorila lijepa djevojka:O; gospojo; beg Avdina majko;bi li meni svoga sina dala;kad bih njemu rane izvidala?Bih ga dala i šćerkom te zvalai u zlato tebe zavijala.Djevojka je bega liječila;sretna bila; bega izvidala.Beg je uze sebi za ljubovcu!
Sevdi Bego; moje sevdisanje,Sevdi Bego; moje sevdisanje;Ubilo te moje uzdisanje!Vidiš onu pticu delkušicu;Turski sjedi; a turski besjedi.Ona samu sebe razgovara;Sve od derta i od muhaneta;Od sevdaha; od najgoreg jada.
